,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230
0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,6.0,5.0,18.0,0.0,4.0,0.0,10.0,1.0,0.0,5.0,14.0,0.0,3.0,10.0,0.0,2.0,8.0,1.0,13.0,5.0,0.0,33.0,5.0,0.0,59.0,24.0,0.0,4.0,15.0,12.0,2.0,9.0,0.0,10.0,6.0,1.0,15.0,60.0,0.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,5.0,37.0,4.0,8.0,0.0,10.0,5.0,6.0,28.0,11.0,2.0,8.0,37.0,0.0,38.0,10.0,3.0,15.0,28.0,42.0,19.0,15.0,13.0,0.0,2.0,23.0,24.0,7.0,9.0,10.0,0.0,0.0,5.0,5.0,14.0,15.0,0.0,0.0,20.0,42.0,0.0,4.0,17.0,11.0,3.0,3.0,2.0,0.0,19.0,1.0,0.0,1.0,16.0,33.0,1.0,19.0,28.0,28.0,0.0,7.0,1.0,16.0,0.0,11.0,42.0,0.0,0.0,5.0,0.0,0.0,23.0,25.0,28.0,0.0,11.0,8.0,26.0,8.0,0.0,9.0,2.0,0.0,1.0,1.0,11.0,0.0,28.0,26.0,0.0,1.0,8.0,26.0,13.0,21.0,48.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,4.0,5.0,1.0,0.0,2.0,0.0,8.0,5.0,0.0,2.0,9.0,60.0,0.0,13.0,8.0,4.0,0.0,0.0,9.0,37.0,8.0,2.0,6.0,1.0,9.0,12.0,2.0,1.0,9.0,1.0,27.0,11.0,15.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,22.0,1.0,9.0,27.0,3.0,40.0,0.0,7.0,0.0,19.0,0.0,1.0,0.0,9.0,2.0,26.0,28.0,32.0,4.0,7.0,4.0,14.0,15.0,0.0,34.0,1.0,42.0,0.0,14.0,4.0,10.0,22.0,4.0,7.0,10.0,32.0,0.0,4.0,24.0
2,0.0,6.0,22.0,27.0,95.0,0.0,1.0,0.0,32.0,0.0,0.0,3.0,1.0,0.0,3.0,6.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,108.0,15.0,2.0,11.0,2.0,0.0,3.0,11.0,18.0,4.0,14.0,0.0,46.0,1.0,1.0,1.0,11.0,0.0,17.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,8.0,15.0,0.0,63.0,29.0,1.0,5.0,2.0,0.0,2.0,3.0,0.0,7.0,6.0,2.0,1.0,19.0,7.0,16.0,1.0,2.0,1.0,0.0,1.0,2.0,42.0,0.0,2.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,66.0,7.0,0.0,0.0,11.0,2.0,6.0,1.0,8.0,0.0,105.0,3.0,0.0,2.0,1.0,6.0,1.0,2.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,5.0,0.0,1.0,6.0,8.0,48.0,0.0,32.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,156.0,0.0,2.0,7.0,5.0,4.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,40.0,34.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,8.0,12.0,0.0,42.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,42.0,2.0,17.0,5.0,17.0,0.0,22.0,0.0,0.0,5.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,6.0,2.0,21.0,10.0,38.0,17.0,0.0,2.0,16.0
3,0.0,5.0,27.0,86.0,186.0,0.0,2.0,0.0,73.0,0.0,1.0,2.0,2.0,2.0,3.0,7.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,91.0,26.0,2.0,9.0,2.0,0.0,2.0,9.0,14.0,7.0,20.0,0.0,163.0,1.0,2.0,1.0,9.0,0.0,54.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,4.0,17.0,18.0,0.0,133.0,47.0,1.0,4.0,1.0,0.0,4.0,2.0,0.0,5.0,5.0,3.0,1.0,15.0,6.0,13.0,1.0,2.0,2.0,0.0,1.0,2.0,60.0,0.0,2.0,0.0,0.0,0.0,30.0,6.0,1.0,0.0,0.0,58.0,6.0,0.0,0.0,9.0,1.0,8.0,1.0,26.0,0.0,196.0,5.0,0.0,4.0,1.0,5.0,2.0,2.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,56.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,120.0,4.0,0.0,3.0,4.0,6.0,46.0,0.0,92.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,597.0,0.0,1.0,6.0,4.0,5.0,21.0,29.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,79.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,16.0,37.0,49.0,0.0,16.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,11.0,0.0,7.0,18.0,0.0,40.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,47.0,4.0,14.0,4.0,14.0,0.0,40.0,0.0,0.0,5.0,0.0,2.0,3.0,4.0,1.0,3.0,0.0,8.0,4.0,28.0,15.0,35.0,14.0,1.0,1.0,13.0
4,0.0,18.0,95.0,186.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,69.0,15.0,1.0,8.0,1.0,0.0,2.0,9.0,15.0,4.0,13.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,24.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,11.0,12.0,0.0,68.0,34.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,5.0,4.0,1.0,1.0,12.0,4.0,10.0,1.0,2.0,1.0,0.0,1.0,2.0,53.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,36.0,3.0,0.0,0.0,7.0,1.0,5.0,1.0,10.0,0.0,128.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,57.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,3.0,0.0,1.0,4.0,5.0,31.0,0.0,40.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,214.0,0.0,1.0,4.0,3.0,3.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,37.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,28.0,32.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,5.0,13.0,0.0,37.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,47.0,2.0,12.0,3.0,12.0,0.0,15.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,5.0,3.0,25.0,10.0,18.0,12.0,0.0,1.0,12.0
5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,0.0,4.0,1.0,2.0,1.0,0.0,21.0,0.0,14.0,4.0,2.0,1.0,10.0,3.0,1.0,10.0,0.0,14.0,1.0,6.0,3.0,18.0,3.0,15.0,8.0,0.0,9.0,4.0,0.0,0.0,3.0,3.0,40.0,13.0,0.0,14.0,4.0,5.0,15.0,9.0,0.0,7.0,0.0,0.0,0.0,29.0,3.0,2.0,5.0,10.0,7.0,10.0,0.0,6.0,2.0,17.0,4.0,2.0,4.0,43.0,12.0,1.0,6.0,1.0,5.0,1.0,4.0,4.0,5.0,13.0,3.0,3.0,1.0,4.0,3.0,5.0,3.0,9.0,0.0,0.0,0.0,11.0,11.0,2.0,0.0,0.0,5.0,5.0,2.0,0.0,2.0,2.0,5.0,0.0,4.0,0.0,16.0,2.0,0.0,9.0,3.0,5.0,1.0,16.0,2.0,3.0,2.0,5.0,6.0,2.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,2.0,3.0,12.0,4.0,1.0,1.0,1.0,4.0,5.0,0.0,15.0,8.0,0.0,3.0,2.0,2.0,0.0,4.0,24.0,1.0,0.0,2.0,4.0,1.0,5.0,10.0,0.0,1.0,0.0,3.0,0.0,12.0,3.0,12.0,0.0,0.0,1.0,9.0,0.0,6.0,0.0,1.0,16.0,1.0,0.0,29.0,8.0,0.0,6.0,2.0,0.0,0.0,1.0,32.0,13.0,9.0,6.0,1.0,0.0,1.0,2.0,4.0,5.0,3.0,1.0,8.0,2.0,15.0,0.0,1.0,9.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,138.0,9.0,11.0,1.0,1.0,3.0,7.0,2.0,5.0,2.0,5.0,9.0,5.0,4.0,6.0,0.0,8.0,0.0,4.0,3.0,0.0,4.0,2.0,4.0,2.0,44.0,0.0,15.0,2.0,2.0,9.0,2.0,6.0,3.0,0.0,4.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,148.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,17.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,14.0,65.0,0.0,9.0,0.0,0.0,257.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,125.0,0.0,3.0,34.0,513.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
8,0.0,10.0,32.0,73.0,0.0,0.0,14.0,0.0,71.0,1.0,1.0,3.0,3.0,2.0,4.0,11.0,0.0,8.0,3.0,1.0,3.0,2.0,2.0,107.0,38.0,3.0,12.0,3.0,0.0,3.0,11.0,18.0,11.0,35.0,0.0,0.0,2.0,3.0,2.0,12.0,0.0,48.0,0.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,20.0,31.0,0.0,85.0,38.0,2.0,5.0,2.0,0.0,6.0,4.0,0.0,7.0,6.0,5.0,1.0,19.0,8.0,18.0,2.0,4.0,2.0,1.0,3.0,3.0,56.0,1.0,3.0,0.0,0.0,0.0,29.0,10.0,2.0,0.0,0.0,69.0,8.0,0.0,0.0,11.0,2.0,14.0,1.0,18.0,0.0,131.0,7.0,0.0,3.0,1.0,6.0,3.0,3.0,5.0,5.0,0.0,3.0,2.0,2.0,0.0,59.0,28.0,1.0,0.0,0.0,0.0,1.0,2.0,105.0,5.0,0.0,1.0,5.0,7.0,49.0,0.0,84.0,4.0,0.0,2.0,1.0,2.0,0.0,3.0,236.0,0.0,2.0,7.0,5.0,3.0,22.0,26.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,77.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,4.0,12.0,0.0,2.0,3.0,0.0,0.0,1.0,25.0,48.0,59.0,1.0,7.0,0.0,1.0,5.0,0.0,3.0,4.0,1.0,33.0,1.0,2.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,14.0,0.0,8.0,32.0,1.0,42.0,0.0,0.0,1.0,25.0,1.0,2.0,0.0,50.0,5.0,17.0,5.0,17.0,0.0,55.0,0.0,0.0,4.0,0.0,3.0,4.0,6.0,1.0,6.0,0.0,12.0,1.0,27.0,26.0,39.0,17.0,1.0,1.0,16.0
9,0.0,1.0,0.0,0.0,0.0,0.0,4.0,148.0,1.0,575.0,274.0,0.0,2.0,2.0,0.0,1.0,0.0,10.0,0.0,4.0,0.0,14.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,869.0,2.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,38.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,815.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,141.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,14.0,9.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,2.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,26.0,0.0,135.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,1.0,0.0,4.0,359.0,129.0,2.0,6.0,0.0,0.0,102.0,0.0,0.0,0.0,12.0,2.0,1.0,340.0,0.0,51.0,1.0,8.0,617.0,820.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,174.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.0,0.0,0.0
